source,target,weight
0,1,25
0,4,100
0,9,26
0,10,52
0,14,30
0,17,97
0,20,23
0,21,49
0,25,70
0,27,80
0,28,9
0,31,7
0,32,33
0,33,74
0,35,30
0,36,47
0,40,95
0,43,18
0,57,55
0,58,63
0,61,74
0,72,93
0,73,2
0,78,57
0,84,87
0,89,32
0,92,16
0,101,88
0,104,7
0,113,94
0,114,47
0,115,45
0,121,2
0,124,63
0,125,14
0,126,45
0,128,84
0,129,51
0,132,34
0,133,9
0,135,16
0,136,95
0,141,45
0,144,45
0,145,73
0,148,18
0,151,24
0,152,95
0,153,76
0,155,20
0,159,14
0,163,21
0,169,54
0,170,18
0,179,62
0,180,86
0,182,50
0,186,34
0,193,2
0,196,57
0,197,11
0,199,46
0,204,9
0,205,97
0,210,10
0,219,8
0,221,10
0,222,91
0,224,47
0,230,72
0,235,69
0,237,74
0,238,54
0,239,46
0,248,7
0,249,70
0,250,46
0,255,99
0,258,95
0,260,59
0,261,66
0,263,42
0,264,41
0,267,75
0,268,83
0,269,50
0,271,77
0,276,18
0,277,83
0,279,20
0,281,68
0,282,20
0,284,15
0,288,58
0,292,81
0,293,65
0,299,28
0,302,98
0,303,17
0,304,59
0,321,46
0,322,25
0,323,20
0,324,35
0,326,38
0,327,60
0,329,73
0,333,44
0,336,16
0,338,63
0,343,31
0,346,89
0,348,34
0,350,12
0,358,65
0,360,21
0,363,40
0,364,74
0,373,76
0,374,37
0,378,79
0,380,17
0,381,65
0,382,53
0,387,48
0,388,29
0,395,15
0,398,54
0,403,51
0,405,14
0,406,48
0,409,95
0,423,5
0,424,46
0,425,6
0,428,16
0,433,59
0,435,40
0,439,44
0,442,60
0,453,85
0,455,60
0,458,56
0,461,16
0,462,36
0,463,36
0,465,12
0,466,53
0,468,29
0,472,27
0,473,72
0,475,71
0,477,43
0,488,56
0,489,44
0,491,96
0,497,89
0,504,54
0,514,90
0,515,65
0,516,93
0,528,21
0,532,26
0,556,9
0,560,100
0,564,75
0,570,90
0,577,27
0,578,92
0,580,32
0,581,97
0,587,38
0,591,88
0,593,37
0,595,82
0,599,26
0,603,65
0,610,15
0,612,77
0,618,73
0,620,77
0,621,77
0,625,76
0,629,44
0,632,77
0,633,81
0,634,50
0,637,89
0,638,16
0,645,44
0,647,82
0,651,16
0,652,56
0,656,86
0,662,41
0,672,39
0,674,77
0,675,42
0,677,68
0,679,92
0,683,73
0,684,37
0,686,55
0,687,55
0,688,8
0,689,44
0,690,72
0,700,58
0,701,89
0,708,57
0,711,64
0,719,69
0,721,31
0,725,59
0,726,54
0,731,91
0,734,95
0,738,77
0,740,1
0,742,90
0,743,86
0,747,98
0,753,27
0,760,36
0,770,23
0,771,64
0,774,11
0,777,35
0,781,50
0,787,76
0,791,69
0,801,62
0,815,13
0,816,23
0,820,50
0,823,40
0,824,25
0,826,100
0,827,56
0,828,9
0,831,90
0,832,14
0,835,74
0,837,83
0,841,75
0,854,11
0,855,89
0,864,9
0,867,21
0,868,78
0,870,69
0,871,83
0,891,78
0,912,2
0,915,12
0,916,3
0,917,59
0,920,61
0,922,84
0,933,19
0,934,13
0,936,16
0,937,21
0,938,96
0,944,83
0,952,35
0,956,17
0,957,13
0,958,62
0,964,33
0,967,1
0,970,10
0,972,11
0,975,22
0,980,1
0,984,62
0,988,48
0,993,51
0,998,20
0,999,66
0,1002,5
0,1003,20
0,1009,54
0,1011,92
0,1013,60
0,1014,8
0,1019,91
0,1023,63
1,10,55
1,11,79
1,12,68
1,13,18
1,18,13
1,19,98
1,23,51
1,24,92
1,27,8
1,28,94
1,34,94
1,36,44
1,37,11
1,40,96
1,41,31
1,43,86
1,45,80
1,46,97
1,47,34
1,48,86
1,52,9
1,54,48
1,74,15
1,76,62
1,77,60
1,80,31
1,81,97
1,85,58
1,93,40
1,96,13
1,98,19
1,100,84
1,105,4
1,109,45
1,111,55
1,115,21
1,129,59
1,131,55
1,133,8
1,134,34
1,135,80
1,136,59
1,139,100
1,145,43
1,147,14
1,150,91
1,159,6
1,162,36
1,168,75
1,171,91
1,177,34
1,181,11
1,183,60
1,193,11
1,199,8
1,201,87
1,202,23
1,203,6
1,204,65
1,208,90
1,209,35
1,213,81
1,220,67
1,226,99
1,230,36
1,241,30
1,243,86
1,250,93
1,251,54
1,254,16
1,264,79
1,267,86
1,270,34
1,277,90
1,278,13
1,280,57
1,282,20
1,283,22
1,284,24
1,285,9
1,288,19
1,294,59
1,296,39
1,298,44
1,303,23
1,305,92
1,306,17
1,308,46
1,313,54
1,317,100
1,319,87
1,321,81
1,326,79
1,327,86
1,333,11
1,336,35
1,337,46
1,339,28
1,345,76
1,347,51
1,348,79
1,349,77
1,350,68
1,355,81
1,364,22
1,365,99
1,367,43
1,370,27
1,371,18
1,376,64
1,378,1
1,383,8
1,386,86
1,391,38
1,395,17
1,396,82
1,398,57
1,399,65
1,418,37
1,421,87
1,429,70
1,431,29
1,444,14
1,445,41
1,447,60
1,449,82
1,450,42
1,457,28
1,458,8
1,461,36
1,466,58
1,467,92
1,469,76
1,470,31
1,471,30
1,473,52
1,474,79
1,475,49
1,482,59
1,486,93
1,490,74
1,494,42
1,500,96
1,501,35
1,502,84
1,504,35
1,505,66
1,506,85
1,507,63
1,512,47
1,514,23
1,516,94
1,517,35
1,519,79
1,521,94
1,523,5
1,525,55
1,526,17
1,531,91
1,532,77
1,534,85
1,538,71
1,539,47
1,540,97
1,547,40
1,568,70
1,571,65
1,574,55
1,585,24
1,589,31
1,594,75
1,595,44
1,596,89
1,599,45
1,603,37
1,606,51
1,611,39
1,616,8
1,617,90
1,622,33
1,624,3
1,625,95
1,629,83
1,634,76
1,642,50
1,644,87
1,645,37
1,647,51
1,654,65
1,656,21
1,657,70
1,660,57
1,663,16
1,664,61
1,665,77
1,668,31
1,669,38
1,672,85
1,673,30
1,674,44
1,675,61
1,676,89
1,678,44
1,679,9
1,680,74
1,682,51
1,687,99
1,688,47
1,691,5
1,692,32
1,694,33
1,697,46
1,699,35
1,700,71
1,701,73
1,707,67
1,708,11
1,710,65
1,713,45
1,714,50
1,715,73
1,717,34
1,718,49
1,719,52
1,720,69
1,729,79
1,734,75
1,735,14
1,747,75
1,748,4
1,749,1
1,753,92
1,756,86
1,757,33
1,759,8
1,761,70
1,770,64
1,771,23
1,775,73
1,785,37
1,787,68
1,788,81
1,791,13
1,792,88
1,797,98
1,800,84
1,801,81
1,802,99
1,805,53
1,806,82
1,820,10
1,821,30
1,823,14
1,824,31
1,825,95
1,827,97
1,832,69
1,834,31
1,840,37
1,843,38
1,844,88
1,847,74
1,848,38
1,858,52
1,859,15
1,862,10
1,863,95
1,867,23
1,871,96
1,873,46
1,876,32
1,893,47
1,895,84
1,897,64
1,905,34
1,909,23
1,911,64
1,918,85
1,921,38
1,927,10
1,929,34
1,930,66
1,932,65
1,937,36
1,938,39
1,941,96
1,949,59
1,954,46
1,955,6
1,956,85
1,958,49
1,967,62
1,969,30
1,972,36
1,975,85
1,976,81
1,982,21
1,984,82
1,988,50
1,990,64
1,994,60
1,995,91
1,1000,70
1,1006,62
1,1007,99
1,1010,48
1,1012,11
1,1015,68
1,1016,92
1,1017,100
1,1018,61
1,1021,62
1,1022,57
1,2,92
2,9,97
2,27,79
2,28,100
2,29,81
2,31,33
2,44,77
2,45,37
2,49,76
2,56,64
2,57,17
2,61,68
2,64,83
2,66,9
2,71,42
2,78,65
2,79,8
2,81,13
2,83,84
2,85,89
2,86,15
2,91,6
2,93,35
2,94,84
2,98,16
2,101,5
2,103,27
2,106,76
2,111,11
2,113,62
2,115,63
2,117,14
2,121,87
2,123,57
2,129,70
2,136,48
2,137,89
2,138,29
2,139,24
2,144,78
2,147,49
2,157,39
2,164,86
2,167,48
2,168,31
2,169,94
2,170,100
2,172,42
2,173,76
2,179,89
2,191,29
2,195,46
2,196,17
2,198,19
2,200,55
2,203,91
2,209,75
2,211,28
2,214,92
2,220,33
2,221,84
2,225,48
2,236,2
2,237,71
2,241,21
2,246,16
2,254,41
2,259,46
2,261,21
2,262,34
2,266,79
2,277,78
2,278,95
2,279,5
2,280,32
2,284,71
2,285,65
2,287,86
2,291,63
2,292,71
2,294,7
2,296,27
2,298,12
2,300,87
2,304,17
2,306,71
2,316,81
2,321,55
2,322,27
2,326,13
2,330,32
2,339,51
2,343,93
2,350,36
2,351,76
2,353,91
2,364,8
2,365,31
2,366,40
2,369,68
2,370,71
2,372,48
2,374,53
2,376,80
2,381,52
2,387,14
2,391,10
2,393,77
2,398,13
2,399,29
2,402,75
2,405,78
2,408,22
2,409,9
2,410,79
2,417,18
2,420,52
2,430,62
2,434,98
2,435,62
2,436,14
2,437,18
2,438,94
2,439,51
2,446,20
2,447,49
2,448,12
2,452,77
2,457,93
2,458,35
2,459,91
2,463,76
2,467,10
2,468,29
2,469,35
2,472,75
2,474,61
2,475,82
2,476,12
2,479,67
2,480,27
2,483,44
2,485,2
2,486,35
2,491,8
2,493,80
2,494,17
2,498,26
2,499,14
2,500,23
2,501,72
2,503,14
2,505,60
2,506,85
2,507,52
2,508,56
2,513,63
2,514,71
2,518,98
2,519,54
2,520,59
2,522,4
2,529,78
2,531,22
2,534,37
2,535,64
2,536,87
2,540,40
2,542,98
2,545,95
2,546,61
2,548,54
2,551,64
2,554,73
2,557,57
2,565,58
2,580,21
2,584,13
2,587,4
2,597,85
2,601,29
2,602,8
2,609,96
2,610,67
2,611,33
2,612,47
2,615,58
2,617,18
2,629,95
2,630,98
2,631,42
2,636,21
2,638,97
2,643,24
2,647,16
2,649,59
2,650,87
2,653,71
2,655,7
2,665,8
2,668,53
2,671,49
2,677,47
2,680,68
2,685,90
2,690,88
2,691,90
2,693,15
2,695,29
2,698,40
2,699,62
2,701,98
2,702,25
2,704,48
2,705,71
2,709,89
2,710,70
2,713,85
2,715,42
2,720,13
2,728,46
2,729,44
2,730,43
2,733,88
2,738,93
2,741,29
2,742,83
2,744,89
2,749,11
2,751,74
2,755,54
2,756,95
2,758,41
2,766,64
2,772,46
2,773,73
2,774,21
2,775,29
2,779,16
2,782,23
2,784,95
2,786,63
2,790,11
2,793,86
2,806,25
2,815,51
2,822,11
2,828,78
2,833,21
2,839,96
2,840,27
2,855,57
2,857,78
2,858,96
2,859,65
2,860,16
2,861,86
2,864,87
2,868,13
2,869,42
2,871,54
2,872,23
2,874,27
2,877,64
2,883,84
2,887,76
2,897,69
2,898,9
2,900,44
2,901,95
2,903,31
2,904,84
2,910,17
2,912,12
2,920,74
2,923,24
2,926,38
2,928,1
2,929,44
2,931,34
2,934,46
2,938,12
2,939,66
2,940,9
2,942,66
2,943,89
2,945,26
2,950,83
2,952,82
2,954,31
2,955,63
2,957,25
2,962,81
2,963,56
2,968,75
2,969,81
2,973,19
2,974,13
2,978,75
2,980,39
2,985,9
2,996,30
2,998,2
2,1001,93
2,1004,55
2,1005,72
2,1008,66
2,1015,95
2,1016,86
2,3,1
3,7,62
3,10,78
3,11,30
3,13,52
3,16,18
3,19,26
3,24,93
3,25,72
3,28,68
3,34,21
3,36,68
3,43,85
3,46,53
3,47,27
3,48,17
3,53,19
3,54,8
3,56,5
3,61,23
3,63,93
3,64,53
3,65,74
3,77,85
3,79,50
3,84,36
3,88,83
3,91,5
3,93,69
3,94,63
3,95,77
3,100,65
3,101,77
3,102,54
3,103,57
3,104,15
3,105,73
3,107,56
3,109,45
3,111,60
3,112,21
3,114,48
3,120,55
3,122,59
3,123,63
3,128,40
3,132,66
3,133,24
3,138,29
3,141,65
3,142,24
3,143,56
3,145,7
3,150,79
3,153,37
3,154,45
3,155,83
3,157,3
3,161,54
3,173,69
3,174,67
3,177,80
3,179,26
3,180,42
3,181,11
3,183,97
3,185,79
3,187,85
3,197,42
3,201,17
3,207,12
3,209,18
3,211,28
3,212,8
3,216,33
3,217,6
3,225,44
3,229,17
3,232,100
3,233,74
3,235,72
3,238,25
3,241,4
3,243,89
3,244,76
3,247,78
3,250,79
3,251,21
3,253,25
3,255,28
3,256,48
3,265,70
3,267,35
3,275,57
3,284,19
3,292,77
3,293,93
3,295,47
3,296,69
3,298,24
3,300,52
3,301,74
3,303,100
3,306,1
3,307,66
3,310,43
3,311,3
3,312,50
3,315,62
3,316,69
3,321,18
3,331,48
3,335,97
3,337,20
3,339,49
3,341,51
3,342,30
3,343,3
3,347,55
3,351,55
3,355,94
3,356,48
3,365,11
3,367,4
3,368,61
3,373,26
3,375,53
3,378,48
3,382,26
3,387,72
3,390,50
3,392,92
3,393,96
3,397,23
3,401,43
3,404,90
3,408,42
3,409,26
3,410,48
3,413,81
3,419,80
3,421,57
3,424,75
3,430,67
3,433,28
3,434,75
3,435,18
3,439,3
3,448,78
3,449,97
3,450,8
3,453,57
3,454,93
3,457,37
3,458,37
3,459,86
3,460,42
3,461,68
3,462,70
3,464,82
3,469,73
3,473,94
3,476,46
3,477,48
3,481,29
3,483,24
3,485,94
3,490,92
3,493,45
3,494,57
3,495,61
3,499,67
3,502,49
3,510,65
3,511,99
3,518,83
3,520,10
3,526,48
3,531,9
3,533,12
3,537,87
3,540,34
3,542,19
3,544,84
3,550,99
3,552,1
3,559,22
3,563,50
3,567,76
3,569,51
3,571,88
3,575,11
3,576,78
3,577,20
3,582,58
3,583,56
3,585,57
3,588,64
3,592,58
3,593,63
3,595,97
3,603,50
3,604,39
3,609,19
3,611,51
3,615,37
3,616,38
3,621,96
3,623,5
3,624,42
3,628,32
3,629,39
3,637,30
3,639,67
3,640,99
3,644,48
3,647,76
3,657,46
3,658,24
3,660,84
3,662,51
3,668,86
3,675,20
3,677,88
3,683,17
3,685,3
3,695,78
3,696,65
3,700,27
3,702,88
3,703,5
3,704,74
3,708,27
3,710,71
3,711,25
3,712,54
3,714,94
3,720,82
3,724,89
3,725,84
3,733,58
3,735,29
3,741,89
3,746,94
3,747,20
3,749,93
3,755,55
3,759,29
3,761,32
3,764,49
3,769,89
3,770,93
3,772,25
3,774,38
3,778,56
3,780,46
3,785,76
3,791,5
3,795,30
3,797,98
3,799,89
3,807,16
3,810,13
3,813,78
3,815,53
3,816,73
3,818,85
3,828,62
3,829,18
3,833,43
3,836,48
3,841,78
3,842,66
3,851,9
3,855,48
3,856,91
3,857,31
3,858,94
3,859,63
3,862,60
3,875,47
3,876,37
3,878,89
3,881,95
3,882,40
3,884,17
3,893,65
3,894,86
3,897,71
3,898,92
3,899,95
3,900,1
3,906,77
3,909,8
3,911,97
3,914,92
3,916,16
3,919,21
3,920,16
3,926,30
3,930,59
3,931,34
3,935,83
3,939,30
3,940,58
3,943,62
3,950,88
3,955,70
3,958,22
3,959,76
3,969,20
3,971,95
3,982,7
3,1009,94
3,1010,24
3,1011,42
3,1012,38
3,1016,37
3,4,33
4,8,9
4,12,99
4,15,19
4,22,1
4,25,1
4,26,30
4,27,86
4,28,76
4,30,12
4,32,36
4,33,34
4,36,40
4,38,75
4,40,24
4,47,2
4,48,55
4,50,15
4,55,19
4,56,24
4,57,29
4,58,11
4,60,51
4,62,72
4,64,53
4,68,50
4,78,26
4,80,99
4,81,90
4,90,100
4,93,48
4,106,72
4,107,67
4,114,61
4,117,18
4,118,65
4,123,75
4,128,58
4,131,58
4,135,74
4,136,93
4,139,19
4,140,41
4,143,52
4,145,23
4,152,65
4,154,3
4,155,59
4,160,90
4,161,45
4,162,39
4,165,73
4,172,85
4,175,66
4,177,18
4,179,86
4,180,53
4,182,77
4,184,33
4,185,37
4,186,77
4,187,55
4,191,14
4,195,38
4,196,49
4,198,91
4,199,31
4,200,85
4,203,32
4,211,3
4,214,81
4,215,2
4,221,53
4,222,100
4,226,76
4,230,18
4,234,11
4,235,53
4,240,42
4,241,15
4,245,48
4,247,24
4,266,46
4,268,42
4,270,11
4,272,27
4,274,86
4,277,1
4,282,26
4,283,57
4,288,22
4,289,18
4,291,95
4,292,64
4,293,33
4,294,88
4,296,59
4,297,12
4,304,7
4,306,31
4,313,96
4,319,78
4,329,47
4,336,90
4,337,4
4,340,20
4,341,20
4,342,8
4,343,67
4,345,88
4,348,81
4,353,92
4,354,93
4,360,18
4,362,29
4,363,86
4,364,37
4,379,57
4,382,29
4,388,39
4,389,92
4,390,35
4,391,1
4,393,32
4,397,84
4,400,45
4,401,33
4,402,44
4,403,45
4,404,28
4,405,26
4,406,12
4,417,68
4,424,67
4,426,92
4,427,14
4,428,8
4,430,45
4,432,54
4,433,13
4,434,100
4,441,9
4,445,44
4,446,65
4,451,20
4,452,93
4,453,57
4,456,93
4,459,62
4,460,86
4,464,2
4,465,28
4,468,50
4,469,56
4,470,1
4,471,49
4,472,58
4,473,86
4,480,6
4,485,19
4,487,58
4,488,23
4,490,36
4,495,53
4,496,51
4,500,2
4,502,42
4,507,94
4,508,34
4,509,48
4,512,58
4,513,8
4,516,5
4,518,43
4,526,77
4,530,100
4,540,2
4,544,87
4,545,86
4,549,37
4,550,95
4,552,41
4,562,81
4,568,56
4,569,12
4,570,97
4,585,57
4,590,42
4,594,43
4,597,52
4,603,100
4,608,80
4,612,98
4,613,65
4,614,86
4,619,15
4,629,45
4,633,8
4,636,14
4,637,83
4,641,66
4,654,4
4,657,35
4,660,70
4,663,31
4,667,86
4,670,32
4,676,5
4,679,87
4,680,6
4,683,22
4,692,16
4,695,15
4,705,82
4,708,44
4,714,64
4,718,61
4,720,2
4,723,97
4,735,49
4,736,53
4,737,95
4,742,8
4,743,90
4,744,98
4,746,50
4,751,29
4,759,70
4,762,3
4,763,34
4,764,76
4,767,40
4,770,9
4,775,97
4,778,51
4,779,43
4,780,49
4,785,78
4,792,43
4,794,43
4,796,65
4,799,83
4,800,66
4,803,67
4,809,16
4,815,54
4,819,13
4,827,64
4,828,81
4,831,26
4,839,38
4,842,29
4,849,34
4,850,73
4,852,93
4,856,82
4,857,46
4,861,47
4,862,86
4,863,25
4,864,92
4,876,95
4,879,75
4,884,74
4,886,11
4,894,12
4,898,92
4,901,47
4,904,65
4,913,10
4,922,19
4,923,62
4,924,91
4,925,69
4,926,94
4,931,34
4,932,28
4,935,48
4,936,69
4,937,65
4,939,50
4,940,71
4,941,85
4,947,82
4,948,10
4,949,23
4,954,79
4,956,60
4,957,82
4,959,56
4,966,33
4,968,53
4,970,15
4,971,35
4,980,83
4,982,73
4,989,35
4,993,99
4,997,29
4,998,15
4,1003,30
4,1004,52
4,1011,15
4,1012,41
4,1013,28
4,1014,10
4,1022,91
4,5,71
5,9,87
5,10,58
5,14,57
5,15,32
5,17,64
5,19,32
5,20,92
5,27,87
5,29,32
5,30,35
5,34,49
5,44,85
5,48,43
5,49,8
5,56,15
5,60,28
5,65,79
5,68,33
5,69,50
5,70,37
5,72,17
5,80,78
5,83,32
5,85,85
5,87,15
5,99,67
5,100,30
5,103,59
5,105,23
5,107,31
5,109,58
5,115,58
5,125,25
5,135,39
5,142,60
5,144,9
5,146,60
5,147,55
5,149,90
5,150,92
5,151,99
5,152,42
5,154,75
5,155,12
5,156,33
5,164,41
5,165,75
5,168,14
5,182,14
5,185,77
5,186,70
5,187,95
5,193,34
5,198,68
5,201,5
5,208,44
5,210,47
5,212,42
5,214,92
5,223,41
5,226,14
5,229,12
5,230,58
5,233,1
5,240,60
5,242,27
5,243,24
5,244,57
5,247,55
5,255,16
5,258,95
5,260,15
5,261,66
5,275,79
5,279,20
5,291,53
5,293,80
5,295,99
5,301,23
5,305,89
5,314,79
5,317,7
5,319,14
5,329,26
5,330,85
5,334,99
5,335,34
5,339,91
5,343,12
5,347,28
5,352,32
5,353,76
5,355,79
5,358,52
5,361,20
5,369,8
5,373,86
5,374,7
5,376,22
5,377,87
5,379,5
5,388,76
5,391,19
5,394,66
5,396,84
5,403,47
5,404,85
5,409,11
